SQUID,UNIT,Merged_UNITs,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,Distance (km),DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,Parent Scar,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
K12-3,3,3,98.85,98.75,Sevkar,Obsidian,90,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Hinge,,,9,Along axis side,,,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,,,13.13,9.2,2.1,,,0.25,None,
J12-8,4.2,4,98.42,98.28,Sevkar,Obsidian,90,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Trapezoidal,Feather,Symmetrical,Yes,21,Along axis,Faceted,Not lipped,No,,,Module 4,,,,,,,No,,,,,,,,,,,,,,6.77,9.46,11.56,7.05,1.84,2.84,1.17,0.15,Photo+3d,Two ventrals
L12-1,1.1,1,99.72,99.72,Sevkar,Obsidian,90,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Oval,Plunging,Symmetrical,Yes,21,Convergent side,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Circumference,Dorsal,Quina,No,,No,,,,,,,,,,,,,,16.22,15.57,17.27,16.87,2.24,3.84,1.46,0.69,Photo+3d,
K13-1,1.2.1,1,99.8,99.65,Tsaghk-ar64,Obsidian,86,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Hinge,Symmetrical,Yes,1,Plain,Crushed,Not lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,7.39,17.64,17.64,8.64,0.89,,,0.13,Photo+3d,
J13-2,1.3,1,99.38,99.38,Tsaghk-2-ar60,Obsidian,86,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Irregular,Feather,Symmetrical,,6,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.9,5.71,8.63,6.77,1.04,3.4,0.87,0.01,None,
J12-3,3,3,98.97,98.76,Obsidian,Obsidian,,Flake,Prox + lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,6,Side,,,Yes,Flake,Pre detachment,Module 1,,Distal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,6.33,4.82,0.76,,,0.01,None,
J12-6,4.2,4,98.42,98.28,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Trapezoidal,Feather,A symetric to the right,,7,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,6.65,7.09,12.98,6.63,0.92,,,0.1,None,
L13-2,1.4.1 int,1,99.25,99.15,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,9,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Quina,No,,No,,,,,,,,,,,,,,19.67,11.08,19.67,13.53,3.77,4.14,2.41,0.64,None,
J13-4,4.1,4,98.5,98.5,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Irregular,Feather,Symmetrical,,2,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.53,3.09,6.42,3.89,0.65,1.9,0.52,0.01,None,
J13-4,1.2.1,1,99.66,99.66,Hatis,Obsidian,50,Debordant,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Irregular,Trapezoidal,Sub rectangular,Hinge,Symmetrical,,6,Along axis opposed,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,14.42,7.76,14.59,8.05,2.23,1.15,1.35,0.18,None,
J13-1,4.1 int,4,98.24,98.24,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Concave,Concave,Irregular,Feather,Symmetrical,,1,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,8.64,9.66,14.03,10.5,1.13,,,0.14,None,Two ventrals
J13-4,3.2 int,3,98.76,98.68,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,Yes,2,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,10.09,7.39,9.65,7.63,1.21,5.71,3.18,0.13,None,
J10-2,2.2,2,99.53,99.17,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,50-75,Distal,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Oval,Feather,Symmetrical,,2,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.12,10.21,10.6,8.1,1.92,8.31,2.12,0.13,None,
J12-1,4.2,4,98.28,98.2,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,3.74,4.88,5.6,4.12,0.7,,,0.01,None,
J12-9,4.1,4,98.63,98.5,Hatis,Obsidian,50,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,Yes,1,Plain,Dihedral,Not lipped,Yes,Kombewa flake,,Module 0,,,,,No,,No,,,,,,,,,,,,,,,,8.22,7.19,1.36,6.24,1.24,0.05,None,
J12-1,1.3,1,99.16,99.05,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Oval,Feather,Symmetrical,,6,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,8.24,6.72,8.94,6.74,1.02,,,0.01,None,
J12-3,4.1,4,98.46,98.46,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Oblique,Sub rectangular,Feather,Symmetrical,,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Distal proximal right,Dorsal,Regular,No,,No,,,,,,,,,,,,,,9.29,7.07,10.88,8.04,1.36,,,0.12,None,
K12-1,3,3,99.05,98.95,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Triangular,Feather,Symmetrical,,4,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.11,4.59,8.15,6.15,0.83,1.6,0.77,0.01,Photo+3d,
K12-4,3,3,98.75,98.65,Hatis,Obsidian,50,Blade,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Leaf shaped,Feather,Symmetrical,,3,Along axis side,Plain,Lipped,Yes,Blade,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,16.94,6.58,16.8,6.81,1.69,2.6,1.89,0.07,Photo+3d,
K12-3,3,3,98.95,98.85,Hatis,Obsidian,50,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,1,Plain,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,,,16.31,7.43,1.19,8.5,1.35,0.13,Photo+3d,Truncation of the bulb
K12-8,3,3,98.85,98.75,Hatis,Obsidian,50,Burin spall,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Pointed,Feather,Symmetrical,,3,Convergent side,Punctiform,Not lipped,Yes,Burin spall,Pre detachment,Module 4,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,12.97,1.98,12.66,1.97,3.23,0.67,1.09,0.01,None,
K13-1,1.3,1,99.35,99.35,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Trapezoidal,Trapezoidal,Feather,Symmetrical,Yes,4,Along axis,Dihedral,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,7.45,7.57,9.85,7.52,1.86,6.53,1.69,0.08,Photo+3d,
K13-1,4.1,4,98.7,98.6,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Trapezoidal,Feather,A symetric to the right,Yes,7,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,9.32,7.73,11.98,9.54,1.21,,,0.11,None,
K13-2,3.2 int,3,98.95,98.85,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Irregular,Feather,Symmetrical,,9,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,8.36,7.26,11.26,9.99,1.13,,,0.08,Photo+3d,
K11-1,2.2,2,99.17,99.11,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Trapezoidal,Feather,Symmetrical,,8,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,4.97,6.34,6.99,5.39,0.84,,,0.01,None,
K11-2,2.2,2,99.17,99.11,Hatis,Obsidian,50,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Leaf shaped,Feather,A symetric to the left,,5,Along axis side,Plain,Not lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,8.68,5.46,13.61,4.97,1.37,2.36,1.13,0.05,None,
K11-2,3.1,3,99.03,98.95,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Leaf shaped,Feather,Symmetrical,Yes,7,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,10.98,8.36,11.13,8.95,1.68,2.64,0.83,0.11,None,
K11-3,2.2,2,99.1,99.1,Hatis,Obsidian,50,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,1,Plain,Faceted,Lipped,No,,,Module 4,,,,,,,No,,,,,,,,,,,,,,,,14.1,13.83,2.54,12.94,1.52,0.47,Photo+3d,Truncation of the bulb
K11-4,2.2,2,99.1,99.1,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,,6,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,13.47,9.74,14.15,10.18,1.84,5.53,1.28,0.25,None,
K11-10,2.2,2,99.1,99.1,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,Symmetrical,,5,Along axis opposed,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,9.24,6.77,9.83,7.28,1.33,3.64,1.31,0.09,None,
L12-4,3.6.1,3,98.7,98.7,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Leaf shaped,Feather,Symmetrical,,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,9.61,5.61,9.55,5.61,1.4,1.46,1.37,0.01,None,
L12-2,1.3,1,99.25,99.12,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Oval,Feather,Symmetrical,Yes,5,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,12.29,13.25,12.55,13.01,3.42,7.77,2.42,0.38,None,
L12,1.2.1,1,99.6,99.53,Hatis,Obsidian,50,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Hinge,Symmetrical,Yes,1,Plain,Crushed,Not lipped,Yes,Flake,,Module 0,,,,,No,,No,,,,,,,,,,,,,,19.81,8.67,20.74,8.66,1.37,,,0.3,None,
L12-3,1.2.1,1,99.53,99.53,Pokr arteni,Obsidian,101,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,3,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,7.82,6.06,0.69,,,0.01,None,
J12-8,3,3,98.91,98.79,Pokr arteni,Obsidian,101,Burin spall,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Pointed,Feather,Symmetrical,,6,Convergent side,Plain,Not lipped,No,,,Module 4,,,,,,,No,,,,,,,,,,,,,,18.41,6.36,18.57,6.31,5.78,3.45,2.21,0.58,Photo+3d,
J12-7,3,3,98.91,98.79,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,Yes,4,Along axis,Punctiform,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,10.7,6.52,11.01,6.85,1.16,1.96,0.7,0.05,Photo+3d,
J12-1,4.1,4,98.63,98.56,Pokr arteni,Obsidian,101,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,1,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,,,12.19,8.74,1.37,6.78,1.67,0.13,None,
J12-6,3,3,98.7,98.63,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Trapezoidal,Feather,Symmetrical,Yes,3,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,9.26,10.78,13.04,9.3,2.86,7.7,0.99,0.28,Photo+3d,Refit with l12-9
J12-9,3,3,98.7,98.63,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Sub triangular,Feather,Symmetrical,Yes,4,Along axis opposed,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Distal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.85,12.49,12.75,8.04,1.46,2.37,0.78,0.14,Photo+3d,Reffit with l12-9
J12-3,3,3,98.91,98.79,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Sub rectangular,Feather,Symmetrical,,4,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,10.74,5.57,10.84,6.18,1.14,2.79,1.54,0.04,None,
J12-6,3,3,98.91,98.79,Pokr arteni,Obsidian,101,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,4,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,9.87,3.68,10.09,3.54,0.78,1.97,0.93,0.01,None,
J12-9,3,3,98.91,98.79,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Trapezoidal,Feather,Symmetrical,Yes,5,Along axis side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,10.49,11.66,11.04,8.99,2.24,,,0.09,None,
J12-10,3,3,98.91,98.79,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Irregular,Irregular,Feather,A symetric to the right,Yes,10,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Quina,No,,No,,,,,,,,,,,,,,12.38,11.12,16.86,11.33,1.45,,,0.29,None,
K12-4,3,3,98.85,98.75,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Triangular,Feather,Symmetrical,Yes,3,Along axis opposed,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Dista proximal left,Dorsal,Regular,No,,No,,,,,,,,,,,,,,10.69,7.29,9.74,10.18,1.01,1.05,0.94,0.08,None,
K12-4,3,3,98.95,98.85,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Oval,Plunging,Symmetrical,,12,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,7.32,11.07,10.95,7.9,1.92,7.27,0.95,0.13,None,
K13-2,3.2 int,3,98.95,98.85,Pokr arteni,Obsidian,101,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,,2,Along axis,Crushed,Not lipped,Yes,Bladelet,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,10.14,5.39,11.03,5.57,1.43,,,0.04,None,
K13-2,1.3,1,99.25,99.25,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Leaf shaped,Hinge,Symmetrical,Yes,1,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Distal proximal right,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,17.47,9.09,17.68,9.73,2.13,5.46,1.7,0.3,None,
L14-4,4.2,4,98.45,98.35,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,Yes,3,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Distal and proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.7,6.5,8.77,7.24,0.69,,,0.01,None,
J11-2,3.6,3,98.7,98.7,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,8,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.3,6.33,9.07,6.81,1.31,,,0.12,None,
J11-7,3.2,3,99.06,98.82,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Triangular,Triangular,Trapezoidal,Hinge,Symmetrical,Yes,8,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,7.08,12.24,14.28,7.1,3.1,3.41,1.49,0.31,None,
L13-1,3.2 int,3,98.95,98.85,Pokr arteni,Obsidian,101,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,Yes,5,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,17.7,10.07,3.14,,,0.37,None,
J13-3,4.1 int,4,98.24,98.24,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Irregular,Feather,Symmetrical,,1,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,5.83,4.85,8.19,6.62,0.63,,,0.01,None,
J13-1,4.1,4,98.68,98.6,Pokr arteni,Obsidian,101,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,Yes,1,Along axis,,,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,,,13.25,6.85,1.33,,,0.11,None,
J13-5,3.2 int,3,98.76,98.68,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Feather,A symetric to the right,,2,Along axis,Faceted,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.01,7.22,10.87,7.32,1.75,5.5,1.7,0.09,None,
L13-1,1.4.1 int,1,99.15,99.05,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Irregular,Trapezoidal,Feather,Symmetrical,Yes,14,Along axis,Punctiform,Not lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Circumference,Dorsal,Quina,No,,No,,,,,,,,,,,,,,12.09,14.6,16.47,14.24,3.2,3.8,1.86,0.58,Photo+3d,
L13-2,3.1 int,3,99.05,98.95,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Trapezoidal,Hinge,Symmetrical,Yes,6,Side,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal left,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,8.87,14.87,16.21,8.92,2.7,9.55,1.2,0.34,None,
L13-2,3.1 int,3,99.05,98.95,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,,9,Convergent side,Faceted,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,9.15,7.2,10.22,6.86,4.39,5.45,3.8,0.3,None,
J11-3,3.1,3,99.06,99.06,Geghasar-ar54,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,Yes,2,Convergent side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,11.45,10.05,1.91,,,0.18,None,
L14-7,4.2,4,98.55,98.45,Hatis,Obsidian,50,Burin spall,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Pointed,Feather,Symmetrical,,4,Side,Plain,Not lipped,No,,,Module 4,,,,,,,No,,,,,,,,,,,,,,11.1,4.32,11.06,3.15,3.25,1.75,0.69,0.09,Photo+3d,Platform truncation 
K13-1,1.2.2,1,99.65,99.56,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,Yes,1,Opposed,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Distal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,10.88,7.13,11.15,8.77,1.49,,,0.08,None,
